0.000000000000000000e+00,1.000000000000000000e+00,3.535499999999999754e-01,3.535499999999999754e-01.1,1.000000000000000000e+00.1
51.0,49.0,1.0,0.0,1.0
51.0,53.0,1.0,0.0,1.0
51.0,79.0,1.0,0.0,1.0
51.0,129.0,1.0,0.0,1.0
51.0,139.0,1.0,0.0,1.0
51.0,154.0,1.0,0.0,1.0
51.0,359.0,1.0,0.0,1.0
51.0,402.0,1.0,0.0,1.0
51.0,517.0,1.0,0.0,1.0
51.0,535.0,1.0,0.0,1.0
51.0,543.0,1.0,0.0,1.0
51.0,544.0,0.35355,0.35355,1.0
51.0,557.0,0.35355,0.35355,1.0
51.0,562.0,1.0,0.0,1.0
51.0,567.0,1.0,0.0,1.0
51.0,579.0,1.0,0.0,1.0
51.0,597.0,1.0,0.0,1.0
51.0,607.0,1.0,0.0,1.0
51.0,620.0,1.0,0.0,1.0
51.0,657.0,1.0,0.0,1.0
51.0,670.0,1.0,0.0,1.0
51.0,688.0,1.0,0.0,1.0
51.0,695.0,0.35355,0.35355,1.0
51.0,711.0,1.0,0.0,1.0
51.0,770.0,1.0,0.0,1.0
51.0,778.0,1.0,0.0,1.0
51.0,796.0,1.0,0.0,1.0
51.0,816.0,1.0,0.0,1.0
51.0,856.0,1.0,0.0,1.0
51.0,888.0,1.0,0.0,1.0
51.0,916.0,1.0,0.0,1.0
51.0,940.0,1.0,0.0,1.0
51.0,986.0,1.0,0.0,1.0
51.0,994.0,1.0,0.0,1.0
51.0,1026.0,1.0,0.0,1.0
51.0,1358.0,1.0,0.0,1.0
51.0,1394.0,0.35355,0.35355,1.0
51.0,1486.0,0.35355,-0.35355,1.0
51.0,1812.0,1.0,0.0,1.0
51.0,1818.0,1.0,0.0,1.0
51.0,1972.0,0.35355,-0.35355,1.0
51.0,1993.0,1.0,0.0,1.0
51.0,2065.0,0.35355,0.35355,1.0
51.0,2152.0,1.0,0.0,1.0
51.0,2225.0,0.35355,-0.35355,1.0
51.0,2239.0,0.35355,-0.35355,1.0
51.0,2240.0,1.0,0.0,1.0
51.0,2241.0,1.0,0.0,1.0
51.0,2242.0,1.0,0.0,1.0
51.0,2243.0,1.0,0.0,1.0
51.0,2244.0,1.0,0.0,1.0
51.0,2245.0,0.35355,-0.35355,1.0
51.0,2246.0,0.35355,0.35355,1.0
52.0,1.0,1.0,0.0,1.0
52.0,816.0,1.0,0.0,1.0
53.0,1.0,1.0,0.0,1.0
53.0,11.0,1.0,0.0,1.0
53.0,13.0,1.0,0.0,1.0
53.0,21.0,1.0,0.0,1.0
53.0,38.0,1.0,0.0,1.0
53.0,39.0,1.0,0.0,1.0
53.0,43.0,1.0,0.0,1.0
53.0,46.0,-1.0,0.0,-1.0
53.0,49.0,1.0,0.0,1.0
53.0,50.0,-0.35355,0.35355,-1.0
53.0,51.0,1.0,0.0,1.0
53.0,70.0,1.0,0.0,1.0
53.0,79.0,1.0,0.0,1.0
53.0,83.0,1.0,0.0,1.0
53.0,94.0,1.0,0.0,1.0
53.0,99.0,1.0,0.0,1.0
53.0,115.0,1.0,0.0,1.0
53.0,123.0,1.0,0.0,1.0
53.0,129.0,1.0,0.0,1.0
53.0,136.0,1.0,0.0,1.0
53.0,137.0,1.0,0.0,1.0
53.0,139.0,1.0,0.0,1.0
53.0,144.0,1.0,0.0,1.0
53.0,149.0,1.0,0.0,1.0
53.0,154.0,1.0,0.0,1.0
53.0,221.0,1.0,0.0,1.0
53.0,225.0,1.0,0.0,1.0
53.0,238.0,1.0,0.0,1.0
53.0,261.0,1.0,0.0,1.0
53.0,262.0,0.35355,-0.35355,1.0
53.0,267.0,1.0,0.0,1.0
53.0,269.0,1.0,0.0,1.0
53.0,271.0,1.0,0.0,1.0
53.0,283.0,1.0,0.0,1.0
53.0,284.0,1.0,0.0,1.0
53.0,305.0,-0.35355,0.35355,-1.0
53.0,320.0,1.0,0.0,1.0
53.0,338.0,1.0,0.0,1.0
53.0,347.0,1.0,0.0,1.0
53.0,349.0,1.0,0.0,1.0
53.0,359.0,-0.35355,0.35355,-1.0
53.0,389.0,1.0,0.0,1.0
53.0,409.0,1.0,0.0,1.0
53.0,515.0,1.0,0.0,1.0
53.0,519.0,1.0,0.0,1.0
53.0,520.0,1.0,0.0,1.0
53.0,521.0,1.0,0.0,1.0
53.0,524.0,1.0,0.0,1.0
53.0,528.0,1.0,0.0,1.0
53.0,529.0,1.0,0.0,1.0
53.0,531.0,1.0,0.0,1.0
53.0,535.0,1.0,0.0,1.0
53.0,536.0,0.35355,0.35355,1.0
53.0,538.0,1.0,0.0,1.0
53.0,547.0,1.0,0.0,1.0
53.0,548.0,1.0,0.0,1.0
53.0,557.0,1.0,0.0,1.0
53.0,558.0,1.0,0.0,1.0
53.0,562.0,1.0,0.0,1.0
53.0,568.0,1.0,0.0,1.0
53.0,570.0,1.0,0.0,1.0
53.0,573.0,1.0,0.0,1.0
53.0,587.0,1.0,0.0,1.0
53.0,588.0,-0.35355,0.35355,-1.0
53.0,591.0,1.0,0.0,1.0
53.0,592.0,0.35355,0.35355,1.0
53.0,595.0,1.0,0.0,1.0
53.0,616.0,0.35355,-0.35355,1.0
53.0,617.0,0.35355,0.35355,1.0
53.0,620.0,1.0,0.0,1.0
53.0,622.0,1.0,0.0,1.0
53.0,624.0,1.0,0.0,1.0
53.0,626.0,1.0,0.0,1.0
53.0,635.0,0.35355,0.35355,1.0
53.0,637.0,1.0,0.0,1.0
53.0,679.0,1.0,0.0,1.0
53.0,683.0,1.0,0.0,1.0
53.0,684.0,1.0,0.0,1.0
53.0,690.0,1.0,0.0,1.0
53.0,701.0,0.35355,0.35355,1.0
53.0,706.0,1.0,0.0,1.0
53.0,709.0,1.0,0.0,1.0
53.0,715.0,1.0,0.0,1.0
53.0,718.0,1.0,0.0,1.0
53.0,729.0,1.0,0.0,1.0
53.0,757.0,-0.35355,0.35355,-1.0
53.0,769.0,0.35355,-0.35355,1.0
53.0,776.0,1.0,0.0,1.0
53.0,778.0,1.0,0.0,1.0
53.0,794.0,1.0,0.0,1.0
53.0,837.0,1.0,0.0,1.0
53.0,867.0,1.0,0.0,1.0
53.0,876.0,1.0,0.0,1.0
53.0,893.0,1.0,0.0,1.0
53.0,918.0,1.0,0.0,1.0
53.0,930.0,1.0,0.0,1.0
53.0,931.0,1.0,0.0,1.0
53.0,949.0,1.0,0.0,1.0
53.0,956.0,1.0,0.0,1.0
53.0,966.0,1.0,0.0,1.0
53.0,991.0,1.0,0.0,1.0
53.0,1047.0,1.0,0.0,1.0
53.0,1099.0,1.0,0.0,1.0
53.0,1162.0,0.35355,0.35355,1.0
53.0,1195.0,1.0,0.0,1.0
53.0,1204.0,1.0,0.0,1.0
53.0,1233.0,1.0,0.0,1.0
53.0,1283.0,1.0,0.0,1.0
53.0,1294.0,1.0,0.0,1.0
53.0,1315.0,1.0,0.0,1.0
53.0,1321.0,1.0,0.0,1.0
53.0,1359.0,1.0,0.0,1.0
53.0,1398.0,1.0,0.0,1.0
53.0,1439.0,1.0,0.0,1.0
53.0,1443.0,1.0,0.0,1.0
53.0,1444.0,1.0,0.0,1.0
53.0,1445.0,1.0,0.0,1.0
53.0,1446.0,1.0,0.0,1.0
53.0,1447.0,1.0,0.0,1.0
53.0,1448.0,1.0,0.0,1.0
53.0,1449.0,1.0,0.0,1.0
53.0,1450.0,1.0,0.0,1.0
53.0,1451.0,1.0,0.0,1.0
53.0,1452.0,1.0,0.0,1.0
53.0,1453.0,1.0,0.0,1.0
53.0,1454.0,1.0,0.0,1.0
53.0,1455.0,1.0,0.0,1.0
53.0,1456.0,1.0,0.0,1.0
53.0,1457.0,1.0,0.0,1.0
53.0,1458.0,1.0,0.0,1.0
53.0,1459.0,1.0,0.0,1.0
53.0,1460.0,1.0,0.0,1.0
53.0,1461.0,1.0,0.0,1.0
53.0,1462.0,1.0,0.0,1.0
53.0,1463.0,1.0,0.0,1.0
53.0,1464.0,1.0,0.0,1.0
53.0,1465.0,1.0,0.0,1.0
53.0,1466.0,1.0,0.0,1.0
53.0,1467.0,1.0,0.0,1.0
53.0,1468.0,1.0,0.0,1.0
53.0,1469.0,1.0,0.0,1.0
53.0,1470.0,1.0,0.0,1.0
53.0,1471.0,1.0,0.0,1.0
53.0,1472.0,1.0,0.0,1.0
53.0,1473.0,1.0,0.0,1.0
53.0,1474.0,1.0,0.0,1.0
53.0,1475.0,1.0,0.0,1.0
53.0,1476.0,0.35355,-0.35355,1.0
53.0,1477.0,1.0,0.0,1.0
53.0,1478.0,1.0,0.0,1.0
53.0,1479.0,1.0,0.0,1.0
53.0,1480.0,1.0,0.0,1.0
53.0,1481.0,1.0,0.0,1.0
53.0,1482.0,1.0,0.0,1.0
53.0,1483.0,1.0,0.0,1.0
53.0,1484.0,1.0,0.0,1.0
53.0,1485.0,1.0,0.0,1.0
53.0,1486.0,1.0,0.0,1.0
53.0,1487.0,1.0,0.0,1.0
53.0,1488.0,1.0,0.0,1.0
53.0,1489.0,1.0,0.0,1.0
53.0,1490.0,1.0,0.0,1.0
53.0,1491.0,1.0,0.0,1.0
53.0,1492.0,1.0,0.0,1.0
53.0,1493.0,1.0,0.0,1.0
53.0,1494.0,1.0,0.0,1.0
53.0,1495.0,1.0,0.0,1.0
53.0,1496.0,1.0,0.0,1.0
53.0,1497.0,1.0,0.0,1.0
53.0,1498.0,1.0,0.0,1.0
53.0,1499.0,1.0,0.0,1.0
53.0,1500.0,1.0,0.0,1.0
53.0,1501.0,0.35355,0.35355,1.0
53.0,1502.0,0.35355,0.35355,1.0
53.0,1503.0,0.35355,0.35355,1.0
53.0,1504.0,0.35355,0.35355,1.0
53.0,1505.0,-0.35355,0.35355,-1.0
53.0,1506.0,-0.35355,0.35355,-1.0
54.0,1.0,1.0,0.0,1.0
54.0,716.0,1.0,0.0,1.0
55.0,1.0,0.35355,0.35355,1.0
55.0,20.0,0.35355,-0.35355,1.0
55.0,45.0,1.0,0.0,1.0
55.0,46.0,1.0,0.0,1.0
55.0,49.0,1.0,0.0,1.0
55.0,75.0,0.35355,0.35355,1.0
55.0,80.0,1.0,0.0,1.0
55.0,140.0,0.35355,0.35355,1.0
55.0,531.0,0.35355,0.35355,1.0
55.0,534.0,0.35355,0.35355,1.0
55.0,538.0,0.35355,0.35355,1.0
55.0,562.0,0.35355,-0.35355,1.0
55.0,577.0,1.0,0.0,1.0
55.0,583.0,1.0,0.0,1.0
55.0,584.0,0.35355,-0.35355,1.0
55.0,604.0,1.0,0.0,1.0
55.0,631.0,0.35355,-0.35355,1.0
55.0,672.0,0.35355,0.35355,1.0
55.0,701.0,-0.35355,0.35355,-1.0
55.0,759.0,0.35355,0.35355,1.0
55.0,1162.0,0.35355,0.35355,1.0
55.0,1178.0,1.0,0.0,1.0
55.0,1423.0,0.35355,-0.35355,1.0
55.0,1512.0,0.35355,0.35355,1.0
55.0,1698.0,0.35355,0.35355,1.0
55.0,1699.0,1.0,0.0,1.0
55.0,1701.0,1.0,0.0,1.0
55.0,1702.0,1.0,0.0,1.0
55.0,1704.0,1.0,0.0,1.0
55.0,1705.0,1.0,0.0,1.0
55.0,1709.0,0.35355,0.35355,1.0
55.0,1733.0,-0.35355,0.35355,-1.0
55.0,1734.0,0.35355,-0.35355,1.0
55.0,1738.0,1.0,0.0,1.0
55.0,1748.0,1.0,0.0,1.0
55.0,1877.0,-0.35355,0.35355,-1.0
55.0,2363.0,0.35355,-0.35355,1.0
55.0,2439.0,1.0,0.0,1.0
55.0,2550.0,0.35355,0.35355,1.0
55.0,2595.0,1.0,0.0,1.0
55.0,2768.0,1.0,0.0,1.0
55.0,2769.0,0.35355,0.35355,1.0
55.0,2770.0,0.35355,0.35355,1.0
56.0,1.0,1.0,0.0,1.0
57.0,1.0,1.0,0.0,1.0
57.0,563.0,1.0,0.0,1.0
57.0,1442.0,1.0,0.0,1.0
57.0,2219.0,0.35355,-0.35355,1.0
58.0,1.0,1.0,0.0,1.0
58.0,8.0,1.0,0.0,1.0
58.0,63.0,1.0,0.0,1.0
58.0,89.0,0.35355,-0.35355,1.0
58.0,690.0,1.0,0.0,1.0
58.0,717.0,1.0,0.0,1.0
58.0,732.0,1.0,0.0,1.0
58.0,800.0,1.0,0.0,1.0
58.0,1120.0,-0.35355,-0.35355,-1.0
58.0,1315.0,1.0,0.0,1.0
59.0,1.0,1.0,0.0,1.0
59.0,690.0,1.0,0.0,1.0
59.0,825.0,0.35355,-0.35355,1.0
60.0,1.0,1.0,0.0,1.0
60.0,22.0,1.0,0.0,1.0
60.0,540.0,1.0,0.0,1.0
60.0,564.0,0.35355,0.35355,1.0
60.0,571.0,1.0,0.0,1.0
60.0,1069.0,1.0,0.0,1.0
61.0,1.0,1.0,0.0,1.0
61.0,278.0,1.0,0.0,1.0
61.0,594.0,1.0,0.0,1.0
61.0,950.0,1.0,0.0,1.0
61.0,1570.0,1.0,0.0,1.0
61.0,2052.0,1.0,0.0,1.0
61.0,2220.0,1.0,0.0,1.0
61.0,2363.0,1.0,0.0,1.0
61.0,2933.0,1.0,0.0,1.0
61.0,3180.0,1.0,0.0,1.0
61.0,3396.0,1.0,0.0,1.0
61.0,3397.0,1.0,0.0,1.0
62.0,1.0,1.0,0.0,1.0
62.0,123.0,1.0,0.0,1.0
62.0,451.0,1.0,0.0,1.0
62.0,514.0,1.0,0.0,1.0
62.0,540.0,1.0,0.0,1.0
62.0,547.0,1.0,0.0,1.0
62.0,625.0,1.0,0.0,1.0
62.0,690.0,1.0,0.0,1.0
62.0,715.0,1.0,0.0,1.0
62.0,757.0,1.0,0.0,1.0
62.0,850.0,1.0,0.0,1.0
62.0,884.0,-0.35355,0.35355,-1.0
62.0,1364.0,0.35355,-0.35355,1.0
62.0,2000.0,1.0,0.0,1.0
63.0,1.0,1.0,0.0,1.0
63.0,58.0,1.0,0.0,1.0
63.0,540.0,1.0,0.0,1.0
64.0,1.0,1.0,0.0,1.0
65.0,1.0,1.0,0.0,1.0
65.0,838.0,1.0,0.0,1.0
65.0,1008.0,1.0,0.0,1.0
66.0,1.0,1.0,0.0,1.0
67.0,1.0,1.0,0.0,1.0
67.0,21.0,1.0,0.0,1.0
67.0,133.0,-0.35355,0.35355,-1.0
67.0,639.0,1.0,0.0,1.0
67.0,825.0,1.0,0.0,1.0
67.0,1360.0,1.0,0.0,1.0
67.0,1932.0,1.0,0.0,1.0
67.0,2376.0,1.0,0.0,1.0
67.0,2489.0,1.0,0.0,1.0
67.0,3356.0,1.0,0.0,1.0
67.0,3357.0,1.0,0.0,1.0
67.0,3358.0,1.0,0.0,1.0
68.0,1.0,1.0,0.0,1.0
68.0,24.0,1.0,0.0,1.0
68.0,49.0,0.35355,0.35355,1.0
68.0,113.0,0.35355,0.35355,1.0
68.0,139.0,0.35355,-0.35355,1.0
68.0,277.0,1.0,0.0,1.0
68.0,529.0,0.35355,0.35355,1.0
68.0,564.0,0.35355,-0.35355,1.0
68.0,587.0,1.0,0.0,1.0
68.0,610.0,1.0,0.0,1.0
68.0,711.0,1.0,0.0,1.0
68.0,715.0,1.0,0.0,1.0
68.0,753.0,-0.35355,0.35355,-1.0
68.0,857.0,1.0,0.0,1.0
68.0,861.0,0.35355,-0.35355,1.0
68.0,884.0,-0.35355,0.35355,-1.0
68.0,1047.0,1.0,0.0,1.0
68.0,1239.0,-0.35355,0.35355,-1.0
68.0,1700.0,0.35355,-0.35355,1.0
68.0,1873.0,1.0,0.0,1.0
68.0,2007.0,1.0,0.0,1.0
68.0,2639.0,0.35355,-0.35355,1.0
68.0,3220.0,0.35355,0.35355,1.0
69.0,1.0,1.0,0.0,1.0
69.0,46.0,1.0,0.0,1.0
69.0,140.0,1.0,0.0,1.0
69.0,589.0,1.0,0.0,1.0
69.0,706.0,1.0,0.0,1.0
69.0,793.0,1.0,0.0,1.0
69.0,1263.0,1.0,0.0,1.0
69.0,1423.0,-0.35355,-0.35355,-1.0
69.0,3588.0,1.0,0.0,1.0
70.0,1.0,0.35355,0.35355,1.0
70.0,30.0,1.0,0.0,1.0
70.0,43.0,1.0,0.0,1.0
70.0,46.0,1.0,0.0,1.0
70.0,49.0,1.0,0.0,1.0
70.0,50.0,1.0,0.0,1.0
70.0,53.0,1.0,0.0,1.0
70.0,72.0,1.0,0.0,1.0
70.0,115.0,1.0,0.0,1.0
70.0,129.0,1.0,0.0,1.0
70.0,131.0,1.0,0.0,1.0
70.0,133.0,0.35355,-0.35355,1.0
70.0,135.0,1.0,0.0,1.0
70.0,136.0,1.0,0.0,1.0
70.0,139.0,1.0,0.0,1.0
70.0,149.0,1.0,0.0,1.0
70.0,197.0,0.35355,0.35355,1.0
70.0,269.0,1.0,0.0,1.0
70.0,349.0,1.0,0.0,1.0
70.0,361.0,1.0,0.0,1.0
70.0,518.0,0.35355,-0.35355,1.0
70.0,520.0,1.0,0.0,1.0
70.0,521.0,1.0,0.0,1.0
70.0,522.0,1.0,0.0,1.0
70.0,524.0,1.0,0.0,1.0
70.0,528.0,1.0,0.0,1.0
70.0,535.0,1.0,0.0,1.0
70.0,541.0,1.0,0.0,1.0
70.0,542.0,1.0,0.0,1.0
70.0,546.0,1.0,0.0,1.0
70.0,553.0,1.0,0.0,1.0
70.0,554.0,1.0,0.0,1.0
70.0,555.0,1.0,0.0,1.0
70.0,556.0,0.35355,0.35355,1.0
70.0,557.0,1.0,0.0,1.0
70.0,574.0,0.35355,0.35355,1.0
70.0,589.0,0.35355,-0.35355,1.0
70.0,590.0,1.0,0.0,1.0
70.0,591.0,1.0,0.0,1.0
70.0,617.0,1.0,0.0,1.0
70.0,619.0,1.0,0.0,1.0
70.0,620.0,1.0,0.0,1.0
70.0,621.0,1.0,0.0,1.0
70.0,622.0,1.0,0.0,1.0
70.0,626.0,1.0,0.0,1.0
70.0,627.0,1.0,0.0,1.0
70.0,630.0,1.0,0.0,1.0
70.0,632.0,1.0,0.0,1.0
70.0,635.0,1.0,0.0,1.0
70.0,637.0,1.0,0.0,1.0
70.0,644.0,1.0,0.0,1.0
70.0,656.0,1.0,0.0,1.0
70.0,659.0,1.0,0.0,1.0
70.0,675.0,1.0,0.0,1.0
70.0,680.0,1.0,0.0,1.0
70.0,681.0,0.35355,0.35355,1.0
70.0,691.0,1.0,0.0,1.0
70.0,713.0,1.0,0.0,1.0
70.0,715.0,1.0,0.0,1.0
70.0,762.0,1.0,0.0,1.0
70.0,768.0,0.35355,0.35355,1.0
70.0,769.0,0.35355,-0.35355,1.0
70.0,822.0,1.0,0.0,1.0
70.0,842.0,1.0,0.0,1.0
70.0,950.0,1.0,0.0,1.0
70.0,953.0,1.0,0.0,1.0
70.0,954.0,1.0,0.0,1.0
70.0,956.0,1.0,0.0,1.0
70.0,1002.0,0.35355,0.35355,1.0
70.0,1021.0,1.0,0.0,1.0
70.0,1099.0,1.0,0.0,1.0
70.0,1118.0,1.0,0.0,1.0
70.0,1130.0,1.0,0.0,1.0
70.0,1178.0,1.0,0.0,1.0
70.0,1195.0,1.0,0.0,1.0
70.0,1230.0,1.0,0.0,1.0
70.0,1289.0,1.0,0.0,1.0
70.0,1307.0,1.0,0.0,1.0
70.0,1327.0,1.0,0.0,1.0
70.0,1355.0,1.0,0.0,1.0
70.0,1360.0,1.0,0.0,1.0
70.0,1387.0,1.0,0.0,1.0
70.0,1398.0,1.0,0.0,1.0
70.0,1419.0,1.0,0.0,1.0
70.0,1477.0,1.0,0.0,1.0
70.0,1485.0,1.0,0.0,1.0
70.0,1514.0,1.0,0.0,1.0
70.0,1516.0,1.0,0.0,1.0
70.0,1558.0,1.0,0.0,1.0
70.0,1683.0,1.0,0.0,1.0
70.0,1741.0,1.0,0.0,1.0
70.0,1805.0,1.0,0.0,1.0
70.0,1818.0,0.35355,0.35355,1.0
70.0,1826.0,1.0,0.0,1.0
70.0,1850.0,1.0,0.0,1.0
70.0,1851.0,1.0,0.0,1.0
70.0,1852.0,1.0,0.0,1.0
70.0,1853.0,1.0,0.0,1.0
70.0,1854.0,1.0,0.0,1.0
70.0,1855.0,1.0,0.0,1.0
70.0,1856.0,1.0,0.0,1.0
70.0,1857.0,1.0,0.0,1.0
70.0,1858.0,1.0,0.0,1.0
70.0,1859.0,1.0,0.0,1.0
70.0,1860.0,1.0,0.0,1.0
70.0,1861.0,1.0,0.0,1.0
70.0,1862.0,1.0,0.0,1.0
70.0,1863.0,1.0,0.0,1.0
70.0,1864.0,1.0,0.0,1.0
70.0,1865.0,1.0,0.0,1.0
70.0,1866.0,0.35355,-0.35355,1.0
70.0,1867.0,0.35355,-0.35355,1.0
70.0,1868.0,1.0,0.0,1.0
70.0,1869.0,1.0,0.0,1.0
70.0,1870.0,0.35355,0.35355,1.0
71.0,1.0,1.0,0.0,1.0
71.0,139.0,1.0,0.0,1.0
71.0,149.0,1.0,0.0,1.0
71.0,676.0,1.0,0.0,1.0
72.0,1.0,1.0,0.0,1.0
72.0,8.0,1.0,0.0,1.0
72.0,14.0,1.0,0.0,1.0
72.0,21.0,0.35355,0.35355,1.0
72.0,30.0,1.0,0.0,1.0
72.0,37.0,1.0,0.0,1.0
72.0,38.0,1.0,0.0,1.0
72.0,48.0,1.0,0.0,1.0
72.0,49.0,1.0,0.0,1.0
72.0,70.0,1.0,0.0,1.0
72.0,96.0,1.0,0.0,1.0
72.0,97.0,1.0,0.0,1.0
72.0,109.0,1.0,0.0,1.0
72.0,124.0,0.35355,0.35355,1.0
72.0,134.0,1.0,0.0,1.0
72.0,135.0,1.0,0.0,1.0
72.0,139.0,1.0,0.0,1.0
72.0,149.0,0.35355,0.35355,1.0
72.0,151.0,1.0,0.0,1.0
72.0,274.0,0.35355,-0.35355,1.0
72.0,281.0,0.35355,0.35355,1.0
72.0,282.0,1.0,0.0,1.0
72.0,287.0,1.0,0.0,1.0
72.0,290.0,0.35355,0.35355,1.0
72.0,292.0,1.0,0.0,1.0
72.0,293.0,1.0,0.0,1.0
72.0,297.0,1.0,0.0,1.0
72.0,305.0,1.0,0.0,1.0
72.0,330.0,1.0,0.0,1.0
72.0,331.0,1.0,0.0,1.0
72.0,520.0,1.0,0.0,1.0
72.0,521.0,0.35355,0.35355,1.0
72.0,542.0,1.0,0.0,1.0
72.0,545.0,1.0,0.0,1.0
72.0,556.0,0.35355,0.35355,1.0
72.0,586.0,0.35355,0.35355,1.0
72.0,590.0,0.35355,0.35355,1.0
72.0,626.0,0.35355,0.35355,1.0
72.0,637.0,1.0,0.0,1.0
72.0,681.0,1.0,0.0,1.0
72.0,715.0,1.0,0.0,1.0
72.0,953.0,1.0,0.0,1.0
72.0,958.0,1.0,0.0,1.0
72.0,1289.0,1.0,0.0,1.0
72.0,1432.0,1.0,0.0,1.0
72.0,1574.0,1.0,0.0,1.0
72.0,1670.0,1.0,0.0,1.0
72.0,1699.0,0.35355,0.35355,1.0
72.0,1805.0,0.35355,0.35355,1.0
72.0,1806.0,1.0,0.0,1.0
72.0,1860.0,1.0,0.0,1.0
72.0,1862.0,1.0,0.0,1.0
72.0,1898.0,1.0,0.0,1.0
72.0,1927.0,1.0,0.0,1.0
72.0,1959.0,-0.35355,0.35355,-1.0
72.0,2071.0,1.0,0.0,1.0
72.0,2085.0,1.0,0.0,1.0
72.0,2125.0,0.35355,0.35355,1.0
72.0,2159.0,1.0,0.0,1.0
72.0,2160.0,1.0,0.0,1.0
72.0,2161.0,1.0,0.0,1.0
72.0,2162.0,1.0,0.0,1.0
72.0,2163.0,1.0,0.0,1.0
72.0,2164.0,1.0,0.0,1.0
72.0,2165.0,1.0,0.0,1.0
72.0,2166.0,1.0,0.0,1.0
72.0,2167.0,1.0,0.0,1.0
72.0,2168.0,1.0,0.0,1.0
72.0,2169.0,1.0,0.0,1.0
72.0,2170.0,1.0,0.0,1.0
72.0,2171.0,1.0,0.0,1.0
72.0,2172.0,1.0,0.0,1.0
72.0,2174.0,0.35355,0.35355,1.0
72.0,2175.0,0.35355,0.35355,1.0
72.0,2176.0,0.35355,0.35355,1.0
72.0,2177.0,0.35355,0.35355,1.0
72.0,2178.0,0.35355,0.35355,1.0
72.0,2179.0,0.35355,0.35355,1.0
72.0,2180.0,0.35355,0.35355,1.0
72.0,2181.0,-0.35355,0.35355,-1.0
73.0,1.0,1.0,0.0,1.0
74.0,1.0,1.0,0.0,1.0
74.0,49.0,1.0,0.0,1.0
74.0,149.0,1.0,0.0,1.0
74.0,402.0,1.0,0.0,1.0
74.0,502.0,1.0,0.0,1.0
74.0,534.0,1.0,0.0,1.0
74.0,545.0,1.0,0.0,1.0
74.0,560.0,1.0,0.0,1.0
74.0,566.0,1.0,0.0,1.0
74.0,617.0,1.0,0.0,1.0
74.0,644.0,1.0,0.0,1.0
74.0,686.0,1.0,0.0,1.0
74.0,688.0,1.0,0.0,1.0
74.0,692.0,0.35355,0.35355,1.0
74.0,900.0,1.0,0.0,1.0
74.0,912.0,1.0,0.0,1.0
74.0,986.0,1.0,0.0,1.0
74.0,1326.0,0.35355,-0.35355,1.0
74.0,2566.0,0.35355,0.35355,1.0
74.0,3067.0,0.35355,0.35355,1.0
75.0,1.0,1.0,0.0,1.0
75.0,55.0,0.35355,-0.35355,1.0
75.0,265.0,1.0,0.0,1.0
75.0,534.0,1.0,0.0,1.0
75.0,544.0,1.0,0.0,1.0
75.0,701.0,1.0,0.0,1.0
75.0,1805.0,0.35355,-0.35355,1.0
75.0,3448.0,1.0,0.0,1.0
76.0,1.0,1.0,0.0,1.0
76.0,563.0,1.0,0.0,1.0
77.0,1.0,1.0,0.0,1.0
78.0,1.0,1.0,0.0,1.0
78.0,188.0,1.0,0.0,1.0
79.0,1.0,0.35355,0.35355,1.0
79.0,8.0,0.35355,0.35355,1.0
79.0,10.0,1.0,0.0,1.0
79.0,15.0,1.0,0.0,1.0
79.0,20.0,0.35355,0.35355,1.0
79.0,25.0,1.0,0.0,1.0
79.0,39.0,1.0,0.0,1.0
79.0,46.0,0.35355,0.35355,1.0
79.0,49.0,0.35355,0.35355,1.0
79.0,50.0,-0.35355,0.35355,-1.0
79.0,51.0,1.0,0.0,1.0
79.0,53.0,1.0,0.0,1.0
79.0,80.0,0.35355,0.35355,1.0
79.0,84.0,1.0,0.0,1.0
79.0,87.0,1.0,0.0,1.0
79.0,154.0,0.35355,-0.35355,1.0
79.0,157.0,1.0,0.0,1.0
79.0,159.0,1.0,0.0,1.0
79.0,160.0,1.0,0.0,1.0
79.0,167.0,1.0,0.0,1.0
79.0,174.0,1.0,0.0,1.0
79.0,184.0,1.0,0.0,1.0
79.0,185.0,1.0,0.0,1.0
79.0,202.0,1.0,0.0,1.0
79.0,238.0,0.35355,0.35355,1.0
79.0,239.0,1.0,0.0,1.0
79.0,276.0,0.35355,0.35355,1.0
79.0,284.0,0.35355,0.35355,1.0
79.0,349.0,1.0,0.0,1.0
79.0,409.0,0.35355,0.35355,1.0
79.0,410.0,1.0,0.0,1.0
79.0,422.0,1.0,0.0,1.0
79.0,513.0,1.0,0.0,1.0
79.0,523.0,1.0,0.0,1.0
79.0,529.0,-0.35355,0.35355,-1.0
79.0,539.0,1.0,0.0,1.0
79.0,541.0,0.35355,0.35355,1.0
79.0,542.0,0.35355,0.35355,1.0
79.0,545.0,0.35355,0.35355,1.0
79.0,548.0,1.0,0.0,1.0
79.0,549.0,1.0,0.0,1.0
79.0,563.0,0.35355,0.35355,1.0
79.0,564.0,0.35355,0.35355,1.0
79.0,570.0,0.35355,0.35355,1.0
79.0,571.0,1.0,0.0,1.0
79.0,584.0,0.35355,0.35355,1.0
79.0,585.0,0.35355,0.35355,1.0
79.0,609.0,1.0,0.0,1.0
79.0,610.0,0.35355,0.35355,1.0
79.0,611.0,1.0,0.0,1.0
79.0,612.0,1.0,0.0,1.0
79.0,616.0,1.0,0.0,1.0
79.0,617.0,0.35355,0.35355,1.0
